Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment
363400,B001Q9EFVY,AK8R17VG1OSVF,alpha_grrl,2,2,2,1245715200,lukewarm reception,"I gave my dog one of the Hartz Crunch n Clean dog biscuits and he was very excited. He ran around the house with it in his mouth, drooling like a faucet. After playing for a while, he laid down to eat it. I could definitely tell it was harder to crunch up than the similar sized milkbone, he had to work it around and position it in his jaws just right. Once bitten into a couple of pieces, he ate one half and then took the other half and buried in the couch cushions. Sadly, I think that's probably a ""paws down"" vote from my dog. Also, at 35 calories, it's a pretty significant contribution to the daily intake for a small dog compared to a small Milkbone at 20 calories and a Liva Snap at 13 calories. If my dog had liked it more, I might give them to him as a special treat which wouldn't really help with regular dental cleaning because it is recommended to give them two biscuits a day (we would have to short him on kibble if we added the treats at that quantity). As he isn't in love with them, I think we'll just see if one of our doggie friends likes them better.",Negative
420444,B008JKSJJ2,A2J8I2G6H5S7IS,alinaxc,0,0,4,1337212800,love them,I love these bars. The only reason they don't get 5 stars is their price. I tried to save money by buying them here instead of store but it turns out the difference in price is nearly irrelevant.... Cheaper but not as much as you would think.anyway taste and quality is great.,Positive
196851,B008JKTTUA,AQ7VFV2BR7ZZH,Susie722,1,2,3,1298937600,Excellent for a peanut bar!,"This bar is super yummy, but I have to agree that falsely advertising it as an almond walnut macadamia bar, when most of the bar is peanuts, is a big turn off!",Neutral
10194,B003EML8PM,A3I7MZQ1IFGQQH,R. Brennan,0,0,5,1296604800,Jeff Foxworthy says you might be a redneck if....,You have pork rinds auto shipped to your house - but I dont care - having these low carb snacks readily available is great - and doesnt impact my insulin usage. These are not your fathers pork rinds - awesome hot out of the sack,Positive
6228,B005OBHPUS,ART1VF68PRI72,"Rosemary K. Perkins ""Roma Perkins""",0,0,5,1349740800,Brachs Manderin Orange Slices,I ordered this for my Mother-in-law who could not find this product anywhere near where she lives.  She is really enjoying this product.,Positive
456848,B0009ETA6W,A38QHUEDDJVA28,C. Victor,2,3,3,1293580800,Works Great BUT promotes WEIGHT GAIN!!!!,This product is great as you will see an increase in your milk supply probably btw 1-3 days after taking these pills BUT what I did notice 3/4wks into taking it that all of a sudden I was eating like I was pregnant (increased appetite) and needless to say looking very swollen and gaining extra weight.  It wasnt until almost more than half of the bottle done I decided to do more research and found out that this was the reason why all of a sudden I was noticeably gaining weight :(.  I will stop taking it starting TODAY!  but will con't pumping while at work and nursing even if I have to wake up in the middle of the night to keep my flow going.  I hope to stick with Blessed Thistle and Mothers Milk Tea Bags hopefully there are no more unwanted surprises.,Neutral
533906,B003S6ONQA,AK6J92Q930IFO,"Mrs. M. ""Health Concerns""",0,4,1,1314835200,192 creamers that must be  used in 3 MONTHS,My creamers are coagulating and I have used only half.  I am DISAPPOINTED.  USE ANOTHER BRAND. 192 CREAMERS are TOO MUCH for one person to use up in 90 days,Negative
85402,B002DHTWNO,A18NA4X8AEZ67N,Jonny Smoke,6,10,1,1255478400,Natural? Fail.,"Ingredients from the Nutrition Facts Panel: Beef, Water, Corn Syrup, Salt, Sugar, Hydrolyzed Soya Protein, Dehydradrated Garlic, Paprika, MONOSODIUM GLUTAMATE, Spices, SODIUM ERTHYORBATE, Spice Extractives, SODIUM NITRITE.<br /><br />If you like chemical preservatives, MSG and Corn Syrup, then this is the jerky for you...<br /><br />Status: Returned.",Negative
164394,B003X1FTZE,AT0TWVT8XJRFV,Patricia A. Malone,0,0,2,1292371200,trophy pistachios way to salty,"I order some trophy pistachios, which had way to much salt on them. I would have loved them but they put to much salt on them, so i will not order them ever again. I loved my pistachios without all the salt on them.",Negative
365501,B000CQG89Y,A3FY3H6F4249E0,Kathy W,2,2,5,1273363200,Yum for Yumberry!,"I don't think I ever heard of ""yumberry"" flavor before, but it is yummy!  As I have said before, I am a big time tea drinker and Stash makes excellent teas.<br /><br />This one has a smooth, fruity, berry taste and is sweet and delicious.  It would be great served alone, after dinner, or with a piece of good quality cheesecake.  Although I am drinking it warm, it would likely taste great as an ice tea, too.<br /><br />If you want to sweeten it, I suggest natural brown sugar, honey, or agave cactus juice (natural food isle in supermarket).  For this one, I used 2 bags for 24 oz hot water.<br /><br />As with all Stash teas, each bag is sealed in its own foil pouch to protect its delicate flavor.<br /><br />Ingredients, in order listed, are: hibiscus, rosehips, lemongrass, yumberry flavor, chicory root, blackcurrant flavor, blackcurrant powder, and licorice powder.  Contains soy.  It is a 100 % natural, herbal, caffeine free product.",Positive
494883,B004X2LH9Y,#oc-R1OM1RTTXEI93C,"Steve Dale ""Nutrition Enthusiast""",1,2,3,1341360000,Good bar. Too sweet for me.,"This is one of the most nutritious bars out there.  Of course for anyone with health issues, I don't recommend bars at all, since they, by design, have too much sweetener in them.  American society can't seem to purchase anything that isn't sweetened, or is it that American food industry won't make anything that isn't sweetened.  The challenge even with the rise bar is that it is sweetened with Agave (and a bit too much).  Depending on the source of agave (specifically how much the provider has processed it), agave ""nector"" could have been turned into High Fructose syrup.  And, the rise bar doesn't need that much sweetener.  I think they are trying to make it taste like a sni***** candy bar (to sweet).  The rice already provides soe sweetness and perhaps some stevia or luo han guo extract would do well to give a nice taste.  And, since such a minimal amount would be required, it might even make the manufacturing cheaper once they modified the lines.  Who knows.  I just wish that companies like this would lead nutrition trends a bit more aggressively.  All the ingredients are nutritious, except the Agave (likely), by themselves, so start buying into the sweet-tooth brain-washing! The audience buying these bars are health-nuts - we don't want things to be crazy sweet.  With a little modification, I'd buy it again.  It was one of the only Carob bars on the market that I could find.",Neutral
460369,B00507A02Q,A2AHF08NLMHGJB,scc,20,26,1,1318204800,BLECH,"DO NOT WASTE YOUR MONEY! Marketing, marketing, marketing. That is all we have here. $55.00 (!!!) for 24 bottles? That's $2.30 per bottle. WASTE. Honestly, it's terrible. Stick with delicions tap water. All the nutrients you will ever need.",Negative
100512,B0007A0APS,A2QMLMOW5EWIT1,NY,4,4,5,1340582400,Like magic!!,I have a maltese and she is 11 yrs. she was limping and I took her to the vet. They said she might have cancer on her leg and probably need to cut off her leg.<br />I didn't have the money to take her back to the vet to check up again when is was crying in pain. So then I read others reviews on Amazon and found Zuke's. I immediately bought it and gave her 2 doses a day for a week. And now she is running around the house ans jumps again. My dog doesn't like the taste but I sandwiched between the sliced cheese and she eat it with no problem. Thank you so much Zuke's. From now on I will buy every month for her.,Positive
118285,B007RTR89S,A1NN8Q1DLAYPGH,"The Three Woods ""mommy2lile""",1,1,3,1343520000,"Can't be used on it's own! Buy the conditioner, too!","The first time I used the shampoo, my hair felt like it was made out of straw. It literally stripped my hair of all moisture. Reading the bottle, it requires the conditioner to make it a complete package. At first I didn't want to try the two because I was worried it would make my hair worse, but finally I gave in and selected the conditioner as well. I'm very happy that I did! Using the shampoo and conditioner exclusively, I have to say my hair is definitely shinier, softer and healthier than before. I love the pleasing scent of the shampoo and conditioner. Neither are overwhelming. I don't know that I will switch to this shampoo and conditioner exclusively when I run out, but the price and free shipping (with Amazon Prime) certainly makes it appealing. I awarded it three stars because it requires both the shampoo and conditioner to get great results. I like more freedom in selecting my hair care products.",Neutral
370823,B003NZHOQ2,A3FJ9WCCKP1QUQ,Dan,2,2,1,1330905600,1 box,"Product description says 2 boxes, only received one.  This is a huge ripoff, I paid $10 for one box of 5 bars yet they are counted as 10.  How do I go about getting my other box?",Negative
265105,B000E1DRS2,A1Y66HUUA70BKE,Rosemary Anello,1,1,1,1336003200,Bad Chocolate,"Product arrived very quickly however, the condition of the chocolate was horrible.<br />Every block I unwrapped looked like it had gone bad.  It had a white film over it and some of the chocolate looked like it was eaten away at.<br />Clearly, this was old chocolate (or chocolate that was not stored properly)  even though the expiration date on the box is August 2012.<br />It did not even melt properly.  Had a greyish color to it.<br />Definitely not something I would order again.  Very disappointed.",Negative
407660,B001PMC3PM,A3LG1P8JTSTK6M,"TFW ""TFW""",1,1,1,1327968000,Gives my dog terrible diarrhea,"After reading the ingredients (and being familiar with Paul Newman's great-tasting salad dressings), I was excited about feeding this dog food to my older rescue doberman.<br /><br />I was surprised when I opened the first can because it truly looked like it had been eaten and passed through another dog's intestines.  Sorry to be so graphic but that's the truth.  It's hard to give my dog food that I dont even want to touch.  She loved the taste, though, and that was the important thing.<br /><br />That night, however, my poor dog was in agony and had black, watery diarrhea all over the house.  Twenty-four hours later she still wasnt feeling well.  I gave her Imodium and considered taking her to the vet.<br /><br />I'm happy for those dogs that like this food and dont suffer any side-effects.  I wish my dog were one of them.",Negative
446171,B0061UQ4ZI,A3AGQAXTX6VRJ3,"David Michael ""Kahuna""",0,3,2,1333065600,"Mediocre Flavor & Brew, Not StarBucks Quality!","In 2011, when StarBucks broke away from Tassimo Bosch over a contractual dispute, I was completely disappointed, and wondered<br />what other Options were going to be available, in the meantime, I purchased a warehouse supply of StarBuck's Coffee & Cappuccino and<br />started researching a New Coffee Machine, and then ... in November, I found out that Starbucks was offering the ""K-Cup"" Version, for the Keurig Coffee machines. I ordered and received a Brand New B145 OfficePRO model, a supposedly 'Heavy-Duty' Keurig Model ...<br />In January, I started to put the Keurig thru it's paces, along side the Tassimo, and frankly the Tassimo is still SUPERIOR, in the way that it Brews for Better Flavor, has a Faster Brewing Cycle, and heats the H2O to the Optimal Temperature, than the Keurig, which BTW, is/was a lot NOSIER than the Tassimo. In all fairness, this could be  a 'technical' problem with the Bar Code settings on the K-Cups. Note , that I continued to also use my Red Tassimo unit, as it is/was the only coffee unit to use the Milk Creamers, as Keurig still does not offer that option, anywhere!<br /><br />In February, I left on a 3-week trip, and as I always do, I turned off all the unnecessary electric Household appliances.<br />When I returned back in this month of March, I was so PISSED to find out that the Brand New Keurig was totally INOPERABLE!<br />Nada! Zip! Zero! Despite, doing everything that was Recommended on Forums (don't go the Keurig Forums, as they are so Worthless!)<br />Now, I have a large, fancy Keurig BRICK that I am attempting to get a Refund for, so stay tuned!<br /><br />* Pike Place + Colombian + Folgers are the different varieties that I tried on the New Keurig machine.<br />  The Colombian was the Best of the lot.<br /><br />Read my comments, after each bullet item:<br /><br />  * Features fresh Starbucks coffee in an easy-to-brew single-cup (K-Cup) serving. - Not as good as the Tassimo, which is about<br />  2 Steps BELOW a StarBucks Coffee House. I often found the Keurig ""Brew"" to be a tad Watery, not Rich & Flavorful.<br /> * Brews in 1 minute or less, so you can grab a cup when you're in a rush. - BUT, you have to Turn the Unit ON FIRST,<br />  so that it will Warm Up first, before the Blue Light comes on, indicating that it is ready to start brewing.<br /> * Medium Roast Ground Coffee - They call it 'Medium', but I think it's more MILD!<br /> * Smooth & Balanced - Disagree, Balanced with What? Tea?<br /> * Rumor of a Sale Price of only 38 buckaroos at Sam's Club & Costco - I cannot confirm this rumor.<br /><br />* There is now a New Rumor that StarBucks is going to be offering their Consumer Coffee Machine in the fall!<br /><br />Stay Tuned!",Negative
113037,B000LKXBL4,A2VQWV1HMW99AS,What's4dinner?,4,5,1,1317686400,what happened? the recipe has changed,"For those of you who, like me, had to order the Kettle Spicy Thai chips from Amazon because they are so hard to find locally, you will probably be aggrieved to know that the recipe has changed.  They are just like regular potatoe chips.  I paid for them but now my husband gets to eat them because he didn't like the spicy thai, but these are fine for him.<br /><br />Yuck!!!",Negative
542867,B001VNGK6I,A3SYTEMUMKIBZ5,Alex,0,0,5,1338768000,Very pleased,"Very happy with this purchase! We give turmeric to our four dogs daily with their food. We had been buying smaller containers of it but since we go through so much of it, decided to purchase in bulk. I appreciate that these are in 3 individual packages so I can keep some fresh while I am using the rest. This will last us over a year and the price is right! Looks and tastes just like the more expensive brand we were previously using. I will purchase this again!",Positive
359423,B007M832YY,A350NHMBGYXEDP,C. Lee,0,0,2,1330300800,so disappointing,"I love sweet potato and especially sweet potato chips. When I tried the original popchips, I was surprised by how good the taste and texture was, so I bought this in bulk, thinking it would be excellent because of the company and because I love sweet potatoes of course.<br />I was wrong.<br /><br />For some reason, the sweet potato chip they've created tastes like cardboard despite having the same texture (cross between rice cake and chip), added with a dash of salt. That's it. I can't describe it any other way than a ""bland blah taste with salt""<br /><br />I wish I had gotten the parmesean garlic or the original instead.",Negative
302328,B002GWHCNS,A1YC2SIGFMH2TE,Bridget,0,0,1,1327276800,Soooo disappointed!,"I had really high hopes for this coffee, it smelled really good in the bag and the description was very enticing, but it was so bitter and weak I can't even make it through a cup.  I am going to try different grinds, but so far, I am really disappointed.  Maybe it will work for you folks who like a light bitter coffee, but I am more of a smooth dark brew person.",Negative
476863,B008BY7NSE,A3R03CYBSPK9C4,Satan,3,7,1,1332806400,Bitter and Awful,"This tastes awful and nothing like peanuts or peanut butter.  Very bitter, with an aftertaste that lingers forever.  Blech.",Negative
267423,B000UPALJ0,A3SGP3YU6EC2F4,Pam~,7,7,5,1200614400,Great way to get the protein in,Following lapband surgery this is a great product to help get the protein in and keep you hydrated!  I like this flavor the best!,Positive
17015,B004391I3C,A381EV6XXMCIOQ,pfraust,4,4,3,1309478400,"It's okay, but there is definitely a bitter aftertaste","I liked this flavor a lot when I had it with the pods that came with my machine...alas, the thrill is gone.  I am most definitely a dark roast fan, but this actually comes closer to bitter.  It can be diluted with some milk, but it's definitely one of those tastes that sticks with you until you brush your teeth.",Neutral
321515,B002GWHDT6,AY0WPNYO66YAA,"Don Weiser ""dweiser""",0,0,5,1283731200,GREAT coffee beans!!,I tried this company's Italian Roast for making espresso and liked it very much so I tried their Sumatra.  Also wonderful!  Highly recommended!!,Positive
472507,B005VOOL00,APP35M28G2U51,M. Lafferman,1,2,3,1332288000,I Love The Message!,"I had never heard for Marley's Coffee before, so as the was reading all of the information on the box, the last thing I looked at was the top of the box, to find out that the Marley is as in Bob Marley!<br /><br />Upon first looking at the box, the first thing I noticed was how the perimeter of the box reminded me of Christmas, with the red, green and gold colors.<br /><br />I especially loved what I saw written on the back of the box.  It really seems to come from the heart.<br /><br />It says ""That pure food from the earth is physically and spiritually beneficial.  They know where their beans come from, and how they are grown.  The coffee is 100% arabica beans.  This coffee is made in small batches, roasted and bagged on demand to ensure freshness"".<br /><br />This coffee is organic and fair trade, which are two issues very close to my heart, and I wholeheartedly believe in supporting both of those issues.<br /><br />This coffee is called One Love.  It's supposed to be exotic floral and berry.  I did not taste either of those notes, but to be fair, I really do prefer flavored coffees over non- flavored, so it's not that this coffee tastes bad, because it doesn't, it's just not the kind of coffee in flavor that I prefer, because it really is not flavored, at least not to me. Maybe your taste buds may be different than mine.<br /><br />Maybe you are one of those people who prefer unflavored coffees who really would enjoy purchasing this coffee.<br /><br />If I were just going to buy this coffee because I like it's message and what it stands for, without a second thought I would definitely purchase this coffee, but if I were only going to buy it based on flavor alone, I probably would not purchase it.  It's really just a personal preference.<br /><br />I wish I loved the coffee as much as the message.<br /><br />I hope you will!<br /><br />What really touched my heart was the last paragraph on the back of the box. ""We believe that the proper place for children is on the playground, not the workplace"".  I wish every country felt that way, but unfortunately doesn't.<br /><br />Part of the proceeds from the sale of this coffee goes towards youth soccer programs.  The program is called Kicks For Cause Foundation.<br /><br />On the top of the box where you can see a small photo of Bob Marley, the coffee was founded to honor his father.<br /><br />That he came from farmland in Nine Mile?  There he learned to have deep respect for nature and humanity that helped guide his life.  I second that thought!  To me they are one in the same.<br /><br />Unfortunately, I enjoyed reading what I read on the box more than I did actually drinking the enclosed coffee, which the box inside the box there are 15 individually wrapped coffee pods.  I had alittle hard time opening the first pod from the the packaging.<br /><br />There is also a Best Before sticker on the back of the box.<br /><br />If you prefer unflavored coffee, and want to support a good cause with an excellent message behind it, this coffee may just be the kind of coffee that you are looking for.",Neutral
231731,B000FA39JE,A25REX7LXVAF58,Conor P. Cahill,1,1,3,1197763200,"Love the crackers, but they don't ship well","I really love Barnum's Animal Crackers and was tired of spending $2/box for some when I was traveling so I thought to buy a case.  These are the real thing and taste great.  Price is good.  packaging is good.  The only problem I have with it is that they were shipped in their original carton by Amazon and UPS wasn't all that nice to the box, so a good portion of the crackers were cracked (though still edible, just messy).<br /><br />I'll stick to buying them in a local store where I can feel for crackedness before I buy.",Neutral
456181,B003BJZMSM,A14TZ49T62K651,k. keltner,0,2,1,1342915200,HORRIBLE,"I just wasted money on flavorless air.  Actually, they were disgusting and flavorless.  We tried all flavors and none were better than the last.  Don't waste your money, go buy some apples or something.  Yuck.  Wish I could get my money back.",Negative
5032,B001EO6BCC,A3JJADE60Q02SW,"Inez G. Simmons ""Peaches""",3,4,3,1228348800,Incorrect Order,"<a href=""http://www.amazon.com/gp/product/B001EO6BCC"">Royal Oak  Gourmet Virginia Raw In Shell Peanuts, 2.5 Pound Bags (Pack of 3)</a><br /><br />I'll appreciate your speedy deliver of my package, however you sent me raw peanuts without the shell.  This item is going into a gift basket for my Pastor because he love raw peanuts in a shell.  I don't have time to returned them for the requested product. You have always been prompt with my orders in the past and I really do appreciate.  This is the first time you sent me an incorrect product.  I'll make it work.",Neutral
86835,B0006SKCVI,A2L9G81KGUXOD7,Jason Buberel,3,4,5,1324684800,Great stuff,"I just tried this out for the first time, and I am going to make it a permanent part of my flavoring arsenal. It is strong/potent, so use it sparingly. This is a great option for anyone who wants to avoid the sugar content of the more famous 'Rooster Sauce'.",Positive
535230,B00060YICK,A1M2DARI1VZO2R,Andy,0,1,2,1298592000,"Very Gooey, and No Flavor","These bagels are very sticky in the mouth, while being very, very plain. They have almost no taste, and are difficult to chew.",Negative
453473,B0029XLH4Y,A209TOEVLHE247,Joel9691,1,1,2,1336176000,"Harsh flavor, and yet still  not strong coffee by my standards","I went out on a limb and purchased this 50 pack of Jet Fuel because of so many good reviews.  Let me start by saying, I like STRONG coffee.  Espresso is fine with me, and when I make my own coffee I make it as strong as can be.  If all I have is instant I  at least quadruple the amount of coffee to water.  In other words, I like a strong coffee, and Jet Fuel by my standards is strong in flavor only.  Okay strong isn't the best word; HARSH would be a better word.  It's not a pleasurable drinking experience.<br /><br />I took some to work to let a coworker try it, and I think he nailed the aroma and flavor of this Jet Fuel coffee.  He said it's like a dirty ashtray.  After he said that it clicked in my mind.  Dang, yes that is what it tastes like.  Now, I will give the benefit of the doubt that I got a bad batch, but so far since I was a sucker and bought 50 of them, I keep drinking them usually adding instant coffee, or another nicer flavored coffee to it to kill the ashtray flavor because all of them taste the same so far.<br /><br />Be warned, I'm no stranger to harsh coffee, but this IMHO is not a pleasant harsh.<br /><br />J",Negative
415298,B000VQBIPY,A191QPCNE0YZG,and0r,0,2,3,1280620800,not that good.,"i got this from a recommendation of a friend.<br />at the very best, its ""alright"".<br /><br />nothing great.",Neutral
225703,B002ZX1U9A,A12EV3NDZKNSDP,Francine,0,0,1,1346630400,96 count gloria jean hazelnut kcup,I am totally disappointed. My order was for 96 k cups of Gloria Jean Hazelnut. I just opened the box and to my surprise I only received two 24 count boxes. When will I receive the other the next 48 kcups?,Negative
8785,B002RYVK24,A2SBH3K2UEKC86,Pamela Arivett,1,1,3,1303862400,Duck Rillettes - not much flavor,I bought duck rillettes from Amazon because my usual favorite duck rillette was not carried anymore by chefshop.com. I was expecting a really good rillette. Full flavored rillette. What I got was a rellette that lacked even flavor of duck and herbs/spices. The texture was good however. Tasted more like a pork rillette. I would not recommend Rouge Perigord Duck Rillettes.,Neutral
29880,B005VOOQLO,A2I79NQLZ99BIR,"BB ""B""",2,3,2,1329264000,Flavor = Green Thunder Butt,"The good - The caffeine is definitely in there.<br />The Bad - In my opinion, it makes my water taste like an energy drink that went flat.<br /><br />Have you ever tasted a flat red bull? What about a warm flat red bull? IMO, That's pretty close to this flavor, except it not nearly as syrupy as a red bull. Some may like that, others may not... I'll be surprised if the odds are better than 50/50 in either direction.",Negative
230128,B000WB1YSE,A1J52MX2YDWSU0,these pretzels r making me thirsty,0,0,2,1336780800,I've never had Matcha before but I didn't really care for this tea,"Someone told me I should start drinking green tea because it's good for you.  So I tried some Bigelow Green Tea which I thought tasted very good and kinda gave me a little lift.  Then I read an article about how the matcha green tea was supposed to be even healthier for you so I thought I would try the Kirkland brand especially since it had so many good reviews.  Well, I didn't like the taste of it as much as I did the Bigelow.  It's not bad, I just prefer the taste of the other green tea better.  Getting through this box and then going back to the Bigelow.  I didn't feel any different as far as I can tell other than I didn't feel that little lift.  And I figure might as well drink what I like.  Maybe the matcha is better for you, maybe it does taste better than regular green tea to green tea connoisseurs, maybe I have weird tastebuds, I just prefer the Bigelow.",Negative
106427,B0036B8B0Q,A4O0JJJK236Z6,"Regina A. McLenon ""Gina""",0,0,3,1304208000,organic fruit snack,"I got these especially for my 3 yr. old son. I like that they are organic. He especially likes the strawberry ones so if I reorder I won't bother with the variety pack. The only drawback is that they are pretty chewy for his little teeth to bite and chew up. From that perspective, a bite-size fruit snack would be better than the rope.",Neutral
401798,B0017JFYW2,A2SNIOFTOLK40S,abeck,3,3,3,1301529600,Dogs like em,"My dogs like them, but they're not picky eaters. Got the tiny biscuits, so very bite sized for my large dogs. Didn't know they came in different sizes. Good, yummy treat for them",Neutral
350478,B003HV3VYQ,A1NXH5FBUWIKPA,Alice M. Glover,0,0,1,1324598400,Not Pleased,"This item was a big disappointment...was not told that it is as hard as a rock...can't be used immediately out of the refrigerator.  I can see how weight can be lose, you need musle to even get a spoon full...I sat one of the containers out about a half hour before wanting to use....still was not ready.  I could have used my 56 dollars for something better to help my weight.<br />However, it is not the first product that Dr. Oz has miss represented, so not surprised.<br />Good luck....I will not be passing this on to my friends. Amazon might want to rethink their support.",Negative
326365,B0005ZVON2,A1H21NETO4N18B,Roland J. Plasser,1,2,3,1314662400,"Good, but salty.","I can't get the greek flavor to the food because it would be too salty. I combined it with other spices, but what's the sense if you can't use a lot?",Neutral
366555,B0006B6XI6,A322IG27O5GF9V,Lana,0,0,1,1345766400,Dissapointment,"I purchased this basket soley on the fact it contained caviar well needless to say, when it arrived, it did not contain the said caviar and a few other items they promised made up the basket.  I was very dissapointed when I realized the product I had paid for wasn't the product I received.  This product was not worth the money and time I spent on it.",Negative
385297,B005VOOM5E,A33LH3ROCD8AY4,"Eustacia Vye ""a lover of books and everything...",0,0,3,1334707200,Decent coffe but not for the stronger coffee lovers.,"This coffee brewed up nicely.  However I love a nice strong cup and found this coffee too weak for me.  If you are looking for a midrange coffee, I would recommend trying this.  By if you are like me and need something stronger, this coffee is not for you.",Neutral
157602,B00113WU0S,A22KHQ0R8EHJXT,Bob P.,3,5,1,1321920000,Ick,"This is terrible.  I bought this based on the high reviews, but it's just bad.  Way too much soy sauce/salt flavor.  The tofu is mushy and not at all firm.  Also once you get past the salt, the soup doesn't really have a good flavor.  Maybe if you really like red miso, this would be your thing.  But for more of a flavor like you get in sushi restaurant miso soup, I'd recommend  <a href=""http://www.amazon.com/gp/product/B000BIQLL8"">Kikkoman Instant Tofu Miso Soup (Soybean Paste Soup with Tofu) - 9 Packets (3.15 Oz)</a>.",Negative
119427,B000EHKWDO,A62RYZ5ITQREH,"Victor Javier Sarmiento ""Vic""",0,6,1,1317945600,it sucked!!!,"It sucked, cause I never got it, until this day I never heard from the sender, the good think was that I got my money back.",Negative
392712,B000EXUB5C,A3HGLNYQKKSFR6,Rich H. Delaney,1,1,2,1249776000,Not 17g of protein,"I almost bought this from here because I have free shipping and they were out of the banana ones. Not to knit pick, but beware, Amazon has this item incorrectly labeled as having 17g of protein, it only has 11g of protein. The only NuGo bar with only 2.5g of fat and 17g of protein I'm aware of is the banana chocolate ones (that's pretty incredible protein to fat ratio in a protein bar), and as I write this Amazon does not have that item available.",Negative
485880,B001EQ5NHE,AV3CBLXBP9N50,Jhyphi,2,2,5,1322179200,Spam spam spam!!!,Came just as expected.  6 cans of spam.  Always good to cook and eat.  The discount gotten through the repeat order system is nice and you can even cancel it later if you decide to.,Positive
25252,B0002BB0D8,A15W4NATN3C3RA,Katherine j Pawlak,0,0,3,1282521600,lasts about 10 min.,My Dog loves them but the only thing that bothers me is they only last about 10 to 15 min.And they are a little pricey.,Neutral
93803,B005MWDVN4,A20WEEYX2YQXW1,swans6250,0,0,3,1335484800,The dark chocolate still tastes bitter,"Dark chocolate and raspberry are my two favorite flavors together, however, it is difficult to get a dark chocolate with enough cacao to give the health benefit you need to justify eating chocolate.  ;)<br /><br />I need a high protein bar that tastes good too and this did not fit the bill.",Neutral
216644,B003Z4F56C,AC3ZJQ2PB6NP0,michaelm,3,4,1,1345075200,be prepared,"not particularly this brand; i've tried a couple; followed all the suggestions about rinsing away the stinky smell, dry frying a bit to get rid of  excess water, adding your favorite sauce; but there is no amount of onion, garlic, basil, pepper you name it that can rescue this ersatz stuff; think of the worst calamari you've ever hard, real rubber bands, no taste left; this is worse; so rubbery and tasteless that you start to think it might not be food; the no-calorie allure is potent; but you're better off with some real italian pasta if half has much half as often, one glass of good red wine instead of two or three; realize that's the you only go around once idea, but if that's true you don't want to be doing it on rubber bands",Negative
466872,B0015MY6PC,AQLL2R1PPR46X,grumpyrainbow,0,1,5,1222041600,delicous snack for picky kids,"These are very good and good for you.  A full serving of fruit and not like the other fruit snacks you buy.  They are a bit tart, but in a good way.  I tried the Strawberry and enjoyed them a lot.  The kids around here also really liked them as well.  They are chewy, but do not get stuck in teeth.  Great product.",Positive
237208,B000EFDNBE,A3E6QMN96XT6CZ,Nemeses,6,6,5,1179964800,Delicious but hard to find,"This is one of the best Hamburger Helper products of the line, and it's REALLY difficult to find, for some reason.  Perhaps because it's such a relatively simple and 'unsophisticated' flavor line, compared to their more fancy names and flavors.  It's a simple 10""-12"" skillet meal, so if you want something exotic or 'fancier', you may think this 'beneath' you (and you'd be wrong) but the spaghetti texture and taste is excellent, and the sauce taste has the same great, satisfying taste.  For our family, I always use about twice the ground beef they recommend, but that's because my family prefers more meat.  I've always been quite picky about prepackaged pasta sauces and meal kits, and this is really the only one that we all love.  It's quite simply great tasting, easy, and very satisfying -- something adults and kids both will enjoy.<br /><br />Because it is so hard to find in local stores, I was thrilled to find this here, and am ordering a couple of the 12-packs.",Positive
323458,B002AJ1S1E,A3TZCFDZQV42QR,"shopper ""shopper""",0,4,1,1269129600,Didn't like,"For me, these tasted far to healthy!  For health nuts, these are probably great.  They are slightly sweet.  They are not individually packaged, so if you don't eat them at a decent rate or rewrap them, they get a bit hard.  I bought 2 boxes and maybe because I don't hang out with the healthiest folks, I couldn't even give them away.",Negative
40374,B001ELL3DM,AJ1JUPAHIEWAU,"Joan Stone ""JoanieBlon""",11,11,5,1271721600,Lots of Fiber and NO HIGH FRUCTOSE CORN SYRUP!,"This is a GREAT tasting and HEALTHY cereal which I enjoy for my breakfast almost every day of the week. Kudos to to Nature's Path for producing a cereal that tastes good and really is healthy! Almost all other cereals including so-called ""healthy"" high fiber ones have HIGH FRUCTOSE CORN SYRUP as one of the principle ingrediants.<br /><br />HFCS is suspected of contributing to metabolism disorders, diabetes, high blood pressure, elevated triglycerides, heart disease and obesity.  It's present in MANY manufactured foods and beverages, but NOT in Organic Smart Bran.  Read more about the suspected dangers of High Fructose Corn Syrup here:  [...]<br /><br />I buy this product from Amazon by subscription.  That way I always have it in stock, and the price is considerably lower than what I would pay at my local supermarket.",Positive
132367,B005ZU5L9K,A3DV6N8Y5389BX,Maky56,1,2,3,1333584000,Cola Syrup,"I thought this syrup was gonna taste like cola, the one used to do frozen cokes, ice-cones, etc. However, it wasn't like that. This cola is for something else; perhaps is good for mixing with alcoholic beverages, or coffee, but definitely NOT for ice-cones. The taste is very strong, so I do not recommend this for kids. Don't get me wrong, it is not a bad syrup, BUT -- It is a syrup for adults to mix with ""adult"" drinks, not kids. I'm just giving it 3 stars because it doesn't specify anywhere that this product shouldn't be used to make frozen colas nor to add on icy-cones.",Neutral
346703,B000DZFMIM,A2Q5OCCGSTS8B5,Buyer723,0,2,1,1221609600,The Ginger Cookies are YUCK,"I don't know about the others, but I agree wholeheartedly with the previous reviewer who said the Ginger Cookies were AWFUL!  Mine went into the trash after I tasted one of them. Save your money!",Negative
